ts,util,mem_used,temp,pstate,clk_sm,clk_mem,pwr,throttle
2026/08/28 16:38:33.448, 84 %, 20780 MiB, 63, P2, 1950 MHz, 9501 MHz, 227.91 W, 0x0000000000000000
2026/08/28 16:38:38.467, 80 %, 20780 MiB, 63, P2, 1950 MHz, 9501 MHz, 224.03 W, 0x0000000000000000
2026/08/28 16:38:43.489, 79 %, 20780 MiB, 64, P2, 1950 MHz, 9501 MHz, 219.46 W, 0x0000000000000000
2026/08/28 16:38:48.511, 80 %, 20780 MiB, 63, P2, 1950 MHz, 9501 MHz, 223.90 W, 0x0000000000000000
2026/08/28 16:38:53.533, 80 %, 20780 MiB, 63, P2, 1950 MHz, 9501 MHz, 226.34 W, 0x0000000000000000
2026/08/28 16:38:58.553, 84 %, 20780 MiB, 63, P2, 1950 MHz, 9501 MHz, 222.22 W, 0x0000000000000000
2026/08/28 16:39:03.572, 82 %, 20780 MiB, 63, P2, 1950 MHz, 9501 MHz, 223.14 W, 0x0000000000000000
2026/08/28 16:39:08.593, 84 %, 20780 MiB, 64, P2, 1950 MHz, 9501 MHz, 223.47 W, 0x0000000000000000
2026/08/28 16:39:13.611, 80 %, 20780 MiB, 64, P2, 1950 MHz, 9501 MHz, 226.05 W, 0x0000000000000000
2026/08/28 16:39:18.632, 83 %, 20780 MiB, 64, P2, 1950 MHz, 9501 MHz, 225.97 W, 0x0000000000000000
2026/08/28 16:39:23.658, 0 %, 346 MiB, 60, P2, 1950 MHz, 9501 MHz, 163.42 W, 0x0000000000000000
2026/08/28 16:39:28.677, 100 %, 19044 MiB, 60, P2, 1950 MHz, 9501 MHz, 161.79 W, 0x0000000000000000
2026/08/28 16:39:33.702, 100 %, 19044 MiB, 60, P2, 1950 MHz, 9501 MHz, 163.12 W, 0x0000000000000000
2026/08/28 16:39:38.725, 53 %, 22286 MiB, 63, P2, 1950 MHz, 9501 MHz, 193.53 W, 0x0000000000000000
2026/08/28 16:39:43.747, 26 %, 22292 MiB, 65, P2, 1935 MHz, 9501 MHz, 264.87 W, 0x0000000000000000
2026/08/28 16:39:48.770, 78 %, 22292 MiB, 67, P2, 1935 MHz, 9501 MHz, 287.14 W, 0x0000000000000000
2026/08/28 16:39:53.788, 0 %, 82 MiB, 63, P0, 1935 MHz, 9501 MHz, 219.88 W, 0x0000000000000000
2026/08/28 16:39:58.807, 3 %, 346 MiB, 60, P2, 1695 MHz, 9501 MHz, 153.86 W, 0x0000000000000000
2026/08/28 16:40:03.826, 100 %, 20144 MiB, 60, P2, 1950 MHz, 9501 MHz, 164.62 W, 0x0000000000000000
2026/08/28 16:40:08.860, 100 %, 20144 MiB, 60, P2, 1950 MHz, 9501 MHz, 163.07 W, 0x0000000000000000
2026/08/28 16:40:13.885, 77 %, 20816 MiB, 66, P2, 1935 MHz, 9501 MHz, 287.45 W, 0x0000000000000000
2026/08/28 16:40:18.901, 75 %, 20824 MiB, 67, P2, 1935 MHz, 9501 MHz, 320.27 W, 0x0000000000000000
2026/08/28 16:40:23.922, 39 %, 20824 MiB, 68, P2, 1935 MHz, 9501 MHz, 284.32 W, 0x0000000000000000
2026/08/28 16:40:28.940, 0 %, 82 MiB, 62, P0, 1935 MHz, 9751 MHz, 164.70 W, 0x0000000000000000
2026/08/28 16:40:33.960, 0 %, 20144 MiB, 60, P2, 1905 MHz, 9501 MHz, 133.04 W, 0x0000000000000000
2026/08/28 16:40:38.985, 99 %, 20144 MiB, 61, P2, 1950 MHz, 9501 MHz, 165.08 W, 0x0000000000000000
2026/08/28 16:40:44.007, 100 %, 20144 MiB, 60, P2, 1950 MHz, 9501 MHz, 165.11 W, 0x0000000000000000
2026/08/28 16:40:49.035, 77 %, 20816 MiB, 67, P2, 1935 MHz, 9501 MHz, 294.39 W, 0x0000000000000000
2026/08/28 16:40:54.053, 72 %, 20816 MiB, 66, P2, 1935 MHz, 9501 MHz, 289.53 W, 0x0000000000000004
2026/08/28 16:40:59.073, 78 %, 20820 MiB, 70, P2, 1935 MHz, 9501 MHz, 329.88 W, 0x0000000000000000
2026/08/28 16:41:04.092, 77 %, 20824 MiB, 70, P2, 1935 MHz, 9501 MHz, 329.42 W, 0x0000000000000000
2026/08/28 16:41:09.112, 77 %, 20824 MiB, 71, P2, 1935 MHz, 9501 MHz, 305.15 W, 0x0000000000000000
2026/08/28 16:41:14.131, 62 %, 20824 MiB, 73, P2, 1935 MHz, 9501 MHz, 336.20 W, 0x0000000000000000
2026/08/28 16:41:19.150, 0 %, 82 MiB, 66, P0, 1935 MHz, 9751 MHz, 175.07 W, 0x0000000000000000
